sample_name,sample_material,sample_type,latitude,longitude,elevation_ground,min_depth,max_depth,location_type,location_name,location_comment,Er,Eu,Dy,Zr,Tb,Gd,Zn,Cu,S,Ho,La,Ni,Yb,V,Y,Sm,Ce,Cr,Nd,Sr,Ba,Co,Lu,Pr,Tm,Pt,Hf,Sc,Pd,Th,Nb,Ta,P2O5,SiO2,MnO,CaO,TiO2,Fe2O3,K2O,Cr2O3,FeO,Al2O3,Na2O,MgO
LITH03626751-BSD063-650.90,Dacite,Rock,-30.39,121.64,374,-651,-651,Unknown,Black Swan,"Silver Swan, lower felsics",1.25,0.94,2.29,166.2,0.41,3.34,84,27.17,200,0.41,27.17,,1.04,99.3,15.68,3.97,47.04,1,21.42,649.15,273.87,11.49,0.1,5.64,0.2,,,,,4.18,,,0.21,70.93,0.05,0.67,0.75,0.55,0.66,,4.48,18.04,1.88,1.72
LITH03626751-BSD048-288.45,Dacite,Rock,-30.39,121.64,374,-288,-288,Unknown,Black Swan,"Silver Swan, lower felsics, BARMINCO INVESTMENTS PTY LTD",0.74,0.57,1.49,123.93,0.23,1.76,10,234.94,200,0.26,13.35,,0.81,87.6,12.82,2.19,25.1,29,11.32,169.87,480.78,14.95,0.11,2.88,0.11,,,,,3.52,,,0.14,70,0.05,3.28,0.51,0.33,2.2,,2.68,15.85,3.52,1.39
LITH03626751-EG 4520,Dolerite,Rock,-30.78,121.51,280,-590,-590,Unknown,Golden Mile Dolerite,unit5,2,0.7,3.32,43.1,0.56,2.75,90.62,163.5,1100,0.69,2.87,,1.83,261.92,19.78,2.09,7.51,55,5.52,122.67,35.14,46.24,0.26,1.14,0.27,,1.21,,,0.22,1.65,0.11,0.06,52.77,0.16,9.91,0.72,1.2,0.09,0.0080761,9.79,15.63,2.69,6.9
LITH03626751-BSD082-567.83,Dacite,Rock,-30.39,121.63,376,-568,-568,Unknown,Black Swan,"Black Swan Orebody, BSP oc",,,,123.29,,,4,10.36,,,,,,18.64,8.28,,,3,,245.55,1487.83,3.1,,,,,,,,,16,,,65.48,0.00828879,0.03,0.06,0.06,2.94,,0.53,26.59,3.03,1.23
LITH03626751-BSD076-325.5,Dacite,Rock,-30.39,121.63,376,-326,-326,Unknown,Black Swan,"Southern Flank, lower felsics",,,,139.92,,,94,19,500,,,,,75.34,11.84,,,68,,214.18,183,20,,,,,,,,,2,,0.14,70.76,0.17,4.15,0.54,0.37,0.59,0.01,2.98,16.13,1.75,2.41
LITH03626751-BSD082-756.00,Dacite,Rock,-30.39,121.63,376,-756,-756,Unknown,Black Swan,"Black Swan Orebody, lower felsics",0.51,1.13,1.41,145.23,0.26,2.56,61,10.92,,0.2,34.94,,0.44,50.23,9.82,4.36,69.88,44,27.84,479.38,909.63,10.92,0.07,7.86,0.07,,,,,6.11,,,0.17,69.34,0.04,5.67,0.4,0.27,2.12,0.006383982,2.24,15.99,1.74,1.95
LITH03626751-SXB04725,Basalt,Rock,-31.51,119.57,417,-39,-39,Unknown,Great Victoria Gold,,4.05,1.79,6.27,70.19,1,6.32,84.69,16.96,,1.41,22.66,871.48,3.26,141.67,,4.53,27.51,2121,21.61,,,110.26,0.46,5.2,0.54,0.01054,0,,,2.31,3.68,0,0.01,53.08,0.15,7.25,0.74,1.29,0.12,0.3,10.5,9.11,0.6,16.65
LITH03626751-FGD93-10-451.5,Andesite,Rock,-32.23,120.5,350,-452,-452,Unknown,Maggie Hays,Central UM,1.01,1.21,2.22,163.94,0.3,2.32,36.43,,,0.3,15.17,,1.11,54.64,13.15,2.52,29.34,2,11.73,70.83,,11.13,0.2,3.13,0.1,,,,,,,,,62.13,0.04,4.24,0.8,0.15,8.46,,1.25,19.63,1,2.26
LITH03626751-BSD072-128.8,Dolerite,Rock,-30.39,121.63,376,-129,-129,Unknown,Black Swan,North of SS,,,,62.65,,,66,38,,,,574.68,,164.73,12.76,,,1095,,243.62,108,43,,,,,,,,,,,0.09,49.88,0.2,8.18,0.58,0.95,4.15,0.16,7.7,11.86,3,13.27
LITH03626751-WAM024-248.1,Basalt,Rock,-27.83,120.72,506,0,0,Unknown,Perseverance,PU South,1.35,1.01,,,0.33,1.97,182.07,78.32,100,0.45,1.66,884.35,1.35,,,1.24,4.88,1457,3.74,,0,104.43,0.2,0.74,0.18,0.01223,,,0.02237,,,,0,45.36,0.26,11.23,0.6,1.46,0.26,0.21,11.86,11.02,1.11,16.54
LITH03626751-BSD072-123.3,Dolerite,Rock,-30.39,121.63,376,-123,-123,Unknown,Black Swan,"North of SS, LUM S oc",,,,85.77,,,71,10,,,,453.36,,273.7,18.92,,,821,,309.02,425,42,,,,,,,,,,,,38.1,0.24,15.69,0.82,1.15,4.25,0.12,9.3,15.12,3.37,11.87
LITH03626751-BSD073-428.0,Dacite,Rock,-30.39,121.63,376,-428,-428,Unknown,Black Swan,"North of SS, lower felsics",,,,107.87,,,14,1,,,,,,41.24,8.46,,,,,75.09,537,6,,,,,,,,,2,,0.13,71.91,0.03,2.56,0.51,0.17,4.42,,1.38,17.31,0.48,1.1
LITH03626751-HWD26A-229.30,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,30,0,500,,,4147.13,,,,,,1579,,,,120,,,,,,,,,,,0,41.93,0.05,0.04,0.01,0,0.13,0.23,5.81,0.36,0.05,50.94
LITH03626751-AMP-HM-120527-036A,Basalt,Rock,-22.914553,117.83367,627,0,0,Unknown,Tom Price South,"South of Tom Price Syncline, South Hamersley Basin",2.29,1,3.48,78.83,0.56,3.06,94.39,112.54,100,0.77,8.29,0,2.05,160.78,19.7,2.84,18.36,213,10.68,124.89,271.06,47.96,0.35,2.33,0.31,,2.17,23.85,,1.49,3.73,0.41,0.12,52.08,0.15,9.3,0.78,1.08,0.79,0.03,8.77,17.03,1.83,8
LITH03626751-AMP-HM-120523-015,Basalt,Rock,-22.598587,117.615295,611,0,0,Unknown,Railroad,"North of Tom Price Syncline, South Hamersley Basin",4.05,1.47,6.25,175.83,0.98,5.82,89.98,81.46,93.16667,1.38,29.37,0,3.67,212.04,34.44,5.87,59.78,64,28.13,219.9,628.88,44.61,0.57,7,0.61,,4.96,28.96,,8.5,11.17,1.13,0.16,56.68,0.15,8.74,0.99,0.99,1.89,0.009309152,8.08,15.16,1.72,5.38
LITH03626751-GD006-173.50,Andesite,Rock,-30.18,121.45,427,-174,-174,Unknown,Gindalbie,Middle unit,,,,83.74,,,110,58,3600,,,,,259.4,22.47,,,,,219.57,40,37,,,,,,,,,,,0.1,59.38,0.18,7.99,0.95,1.05,0.18,,8.47,14.47,3.42,3.74
LITH03626751-BSD074-336.70A,Dacite,Rock,-30.38,121.64,376,-337,-337,Unknown,Black Swan,"North of SS, lower felsics",,,,133.22,,,13,2.13,,,,,,53.28,12.78,,,15,,190.77,1143.56,2.13,,,,,,,,,,,0.14,70.2,0.14,3.3,0.58,0.35,3.51,,2.88,16.38,1.67,0.79
LITH03626751-22-135.26,Basalt,Rock,-32.14,119.79,407,0,0,Unknown,Mount Hope,KAGARA NICKEL PTY LTD,,,,43,,,102,47,0,,,944.89,,224,27,,,2216,,22,857,80,,,,,,,,,,,0,48.17,0.24,6.47,0.67,1.51,3.61,0.32,12.24,8.32,0.86,17.48
LITH03626751-BSD086-161.20a,Dacite,Rock,-30.39,121.63,376,-161,-161,Unknown,Black Swan,"Southern flank, Southern flank",0.65,0.71,1.37,118.54,0.22,1.99,15,4,1400,0.23,12.77,,0.59,24.53,11.24,2.45,25.03,,12.77,103.21,57,5,0.1,2.96,0.09,,,,,2.6,,,0.09,81.48,0.01,0.14,0.27,0.14,0.92,,1.17,13.54,1.92,0.31
LITH03626751-EH-32,Dacite,Rock,-30.39,121.63,376,-32,-32,Unknown,Black Swan,,,,,114.3,,,10,4.01,,,,,,44.11,8.02,,,30,,104.27,64.17,10.02,,,,,,,,,,,0.006015954,74.12,0.01,0.21,0.44,0.06,0.22,,0.52,14.92,7.58,1.87
LITH03626751-BSD078-445.5,Dacite,Rock,-30.39,121.63,376,-446,-446,Unknown,Black Swan,"Northern channel, lower felsics",,,,99.11,,,27,21,1000,,,,,25.61,10.02,,,68,,515.57,473,9,,,,,,,,,2,,0.14,67.41,0.16,6.98,0.24,0.32,0.99,0.01,2.55,11.93,4.69,4.58
LITH03626751-HWD38-125.00,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,119,8900,,,3633.8,,,,,,1736,,,,,,,,,,,,,,,0,44.91,0.08,0.81,0.01,0.13,0.02,0.25,6.15,0.23,0.71,45.89
LITH03626751-HWD04-200.20,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,31,0,1600,,,3910.34,,,,,,3100,,,,256,,,,,,,,,,,0,43.57,0.07,0.04,0.01,0.03,0.07,0.45,6.56,0.18,0.02,48.62
LITH03626751-SXB04685,Rhyolite,Rock,-31.2,119.28,359,-29,-29,Unknown,Southern Cross Township,SONS OF GWALIA LTD,0.53,0.16,0.96,31.87,0.16,0.64,121.13,79.03,800,0.21,3.98,,0.7,72.36,,0.8,17.33,12084,3.71,,,129.38,0.08,0.92,0.08,,0,,,1.61,1.61,0,0.008615528,76.08,0.18,0.18,0.18,1.28,0.4,1.76,10.43,2.96,3.08,3.19
LITH03626751-BSD068-313.25,Dacite,Rock,-30.39,121.63,376,-313.25,-313.25,Unknown,Black Swan,,,,,171.94,,,14,,,,,,,70.05,8.49,,,28,,547.66,563.58,4.24,,,,,,,,,,,0.15,72.01,0.03,4.4,0.56,0.15,1.98,,1.23,16.88,1.87,0.65
LITH03626751-BSD027-425.32ii,Dacite,Rock,-30.39,121.64,374,-425,-425,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",0.19,,0.18,82.75,0.01,0.07,2,2.03,1400,0.04,0.15,,0.27,10.21,7.15,,0.29,,0.17,397.42,638.54,,0.04,0.03,0.03,,,,,0.08,,,,66.54,0.01,0.43,0.05,0.02,1.01,,0.22,21,10.41,0.26
LITH03626751-HWD38-116.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,2696,16600,,,3554.22,,,,,,2050,,,,,,,,,,,,,,,0,41.39,0.15,0.57,0.01,0.29,0.05,0.29,10.14,0.12,1.12,45.1
LITH03626751-BSD069-247.25,Dacite,Rock,-30.39,121.63,376,-247,-247,Unknown,Black Swan,"Black Swan Orebody, lower felsics",,,,127.14,,,35,19.8,,,,,,62.53,14.59,,,52,,239.7,204.26,10.42,,,,,,,,,15,,0.13,73.52,0.1,1.19,0.6,0.3,0.89,0.007616,2.5,17.93,2.16,0.6
LITH03626751-HWD38-271.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,109,1200,,,3932.22,,,,,,1721,,,,,,,,,,,,,,,0,41.02,0.07,2.26,0.01,0.03,0.02,0.25,6.82,0.21,0.06,48.84
LITH03626751-BSD048-108.12,Dacite,Rock,-30.39,121.63,376,-108,-108,Unknown,Black Swan,"Silver Swan, upper felsics, BARMINCO INVESTMENTS PTY LTD",0.66,0.89,1.55,148.55,0.28,2.49,28,5.19,,0.25,15.58,,1.1,40.51,15.58,3.32,34.28,14,18.18,316.85,297.11,5.19,0.1,4.25,0.1,,,,,3.73,,,0.3,68.05,0.03,2,0.66,0.17,1.14,,1.41,16.75,6.49,2.95
LITH03626751-BSD091e-852.1,Dacite,Rock,-30.39,121.64,374,-852,-852,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",,,,118.92,,,56,1220.69,16900,,,,,71.13,15.56,,,54,,44.45,1931.68,140.27,,,,,,,,,,,0.17,69.6,0.03,0.27,0.59,0.76,2.72,0.007959618,6.2,15.41,0.22,3.96
LITH03626751-BSD016-420.30A,Dacite,Rock,-30.39,121.64,374,-420,-420,Unknown,Black Swan,"Silver Swan, lower felsics",,,,134.61,,,65,6.36,,,,,,90.09,11.65,,,22,,201.39,156.87,7.42,,,,,,,,,,,0.15,71.18,0.14,2.95,0.57,0.54,0.76,,4.41,16.58,1.18,1.48
LITH03626751-BSD027A-555.5,Dacite,Rock,-30.39,121.63,376,-555.5,-555.5,Unknown,Black Swan,,,,,186.17,,,93,49.19,6500,,,,,69.27,16.23,,,,,732.79,1075.92,11.76,,,,,,,,,,,0.34,63.97,0.07,4.15,0.65,0.4,1.65,,3.28,17.47,6.61,1.36
LITH03626751-BSD027-570.05,Dacite,Rock,-30.39,121.63,376,-570,-570,Unknown,Black Swan,"Silver Swan, Silver Swan-Cygnet",1.41,2.89,3.34,178,0.7,6.8,90,,5600,0.49,86.16,,1.02,70.29,18.14,10.88,164.39,2,70.29,475.04,1511.3,8.93,0.15,19.84,0.17,,,,,14.73,,,0.34,64.93,0.08,7,0.65,0.35,3.06,,2.9,17.52,1.57,1.49
LITH03626751-HWD38-220.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,126,3900,,,3970.17,,,,,,1652,,,,,,,,,,,,,,,0,43.19,0.04,0.47,0.04,0.02,0.03,0.24,5.45,0.55,0.06,49.21
LITH03626751-BSD051-297.30,Dacite,Rock,-30.39,121.63,376,-297,-297,Unknown,Black Swan,"Cygnet, lower felsics, BARMINCO INVESTMENTS PTY LTD",0.92,0.8,1.79,145.61,0.26,2.05,61,10.55,,0.31,20.04,,0.84,74.92,15.82,2.69,39.04,41,15.82,278.57,278.57,12.67,0.14,4.32,0.13,,,,,3.16,,,0.14,71.79,0.07,1.9,0.54,0.5,0.54,0.006014725,4.1,16.41,1.58,2.36
LITH03626751-AMP-HM-120522-006K,Basalt,Rock,-22.923803,117.36811,436,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",3.68,1.14,5.39,117.42,0.8,4.79,90.4,62.83,83.22703,1.23,11.22,0,3.08,215.11,29.51,3.66,24.94,555,15.79,88.33,104.95,49.52,0.49,3.48,0.46,,3.32,30.13,,2.05,5.29,0.62,0.17,55.57,0.15,7.51,1.07,1.16,0.19,0.08,9.43,12.12,2.9,9.66
LITH03626751-MKD66-219.2,Dacite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"MKD5 pod, Unit 101, BHP BILLITON LTD",,,,,,,65.05,10.01,100,,,,,,,,,80,,,0,,,,,,,,,,,,0,63.78,0.08,5.99,0.7,0.58,0.8,0.01,4.75,15.84,4.52,2.91
LITH03626751-MKD53-230,Andesite,Rock,-27.21,120.54,548,0,0,Unknown,Mount Keith MKD5 Deposit,"Constriction 1, Constriction 1, BHP BILLITON LTD",,,,,,,85.17,25.07,51.83238,,,,,,,,,140,,,0,,,,,,,,,,,,0,60.37,0.11,5.33,1.09,0.83,0.94,0.02,6.74,15.74,4.33,4.45
LITH03626751-ELD001-098.5,Dacite,Rock,-30.28,121.95,429,-98,-98,Unknown,Emu Lake,SIR SAMUEL MINES NL,,,,262,,,67,58.7,,,,,,18.2,23.26,,,8,,394.52,780.95,3.03,,,,,,,,,,,0.11,68.56,0.1,4.3,0.5,0.52,1.12,,4.22,13.89,5.36,1.26
LITH03626751-EG 4546,Dolerite,Rock,-30.78,121.51,280,-600,-600,Unknown,Golden Mile Dolerite,unit6,2.16,0.71,3.46,42.73,0.55,2.72,84.15,369.28,3600,0.65,2.29,,1.85,1102.82,20,2.18,7.43,,6.33,75.3,54.75,78.6,0.29,1.14,0.31,,1.42,,,0.32,1.96,0.1,0.06,50.56,0.19,8.04,1.65,1.88,0.31,,15.28,12.33,2.27,7.36
LITH03626751-BSD014-305.50,Dacite,Rock,-30.39,121.63,376,-306,-306,Unknown,Black Swan,"Cygnet, lower felsics",1.04,0.72,1.87,132.19,0.31,2.29,71,22.91,,0.41,22.9,,1.04,67.65,14.57,2.7,47.88,28,15.09,170.71,78.06,15.62,0.1,4.05,0.1,,,,,3.43,,,0.15,72.74,0.15,1.32,0.53,0.75,0.21,,6.08,15.94,0.75,1.32
LITH03626751-BD01-076.25,Basalt,Rock,-32.5,119.68,393,0,0,Unknown,Boojum,"Western, U1",2.5,0.9,4.1,36,0.6,3.3,102,52,200,0.9,3,304.58,2.2,273,19,2.2,7.8,552,6.1,124,26,90,0.4,1.3,0.4,,,,,0.4,,,0,50.26,0.22,12.39,0.91,1.02,0.24,0.08,8.3,14.74,1.64,10.14
LITH03626751-SXB04729,Basalt,Rock,-31.07,119.16,407,0,0,Unknown,Bullfinch,Target 07,4.02,1.34,5.78,45.84,0.82,5.16,49.78,33.18,,1.4,12.8,795.96,3.4,208.16,,3.61,7.33,1957,12.59,,,71.89,0.55,2.85,0.57,0.33561,0,,0.05679,0.82,1.03,0,0.01,53.85,0.19,12.49,0.36,1.01,0.12,0.28,8.24,6.89,0.67,15.79
LITH03626751-SD009-135.45,Basalt,Rock,-32.55,119.73,418,0,0,Unknown,Seagull,,,,,39,,,98,79,200,,,388.07,,262,20,,,832,,88,392,76,,,,,,,,,,,,51.87,0.37,10.72,0.74,1.45,0.52,0.12,11.81,8.73,2.48,11.11
LITH03626751-23266,Dacite,Rock,-28.9,121.81,428,0,0,Unknown,Murrin Murrin,Kilkenny Syncline,,,,145,,,115,10,400,,,,,77,12,,,,,278,697,12,,,,,,,,,,,0.19,67.55,0.13,2.99,0.64,,2.06,,4.18,16.08,3.34,2.85
LITH03626751-BSD099-591.5,Dolerite,Rock,-30.39,121.63,376,-591.5,-591.5,Unknown,Black Swan,,,,,73.72,,,70,20.93,77.11455,,,,,163.94,14.3,,,201,,399.41,523.74,39.65,,,,,,,,,,,0.09,52.74,0.16,8.69,0.66,1.05,0.14,0.02,8.53,16.81,3.84,7.2
LITH03626751-AMP-HM-120528-045A,Basalt,Rock,-22.995378,117.50681,508,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",1.75,0.64,2.72,75.66,0.41,2.65,84.99,47.2,62.25337,0.61,13.57,0,1.74,175.18,13.99,2.75,27.98,220,13.26,151.85,454.12,45.96,0.25,3.42,0.29,,2.38,27.98,,4.77,4.14,0.41,0.08,55.28,0.15,7.55,0.62,0.99,1.44,0.03,8.03,15.49,3.03,7.28
LITH03626751-DD11-96.8,Basalt,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,6,,,44,53,100,,,592.53,,118,3,,,1444,,181,140,50,,,,,,,,,,,,50.55,0.15,8.75,0.16,0.59,1.54,0.21,4.85,18.77,0.91,13.47
LITH03626751-W3-740,Basalt,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,6,,,70,87,1100,,,360.76,,150,3,,,761,,209,49,79,,,,,,,,,,,,50.06,0.2,10.42,0.19,0.96,0.73,0.11,7.81,17.59,1.15,10.79
LITH03626751-BSD055-425.8,Dacite,Rock,-30.39,121.63,376,-426,-426,Unknown,Black Swan,"Cygnet, upper felsics",,,,201.62,,,11,2,,,,,,22.76,6.5,,,,,828.16,415,2,,,,,,,,,,,0.02,63.85,0.05,3.82,0.03,0.2,0.78,,1.61,24.16,3.51,1.98
LITH03626751-BSD061-342.50,Dacite,Rock,-30.39,121.63,376,-342,-342,Unknown,Black Swan,"Silver Swan, upper felsics",1.05,1.69,2.21,156.43,0.42,3.8,41,4.22,,0.31,36.99,,0.95,78.21,12.68,5.07,77.16,2,35.93,140.58,245.22,12.68,0.1,9.51,0.1,,,,,4.12,,,0.39,66.07,0.06,2.64,0.72,0.42,1.41,,3.45,16.21,5.03,3.57
LITH03626751-SXB04773,Rhyolite,Rock,-31.44,119.48,423,-70,-70,Unknown,Marvel Loch,"Target 34, SONS OF GWALIA LTD",0.05,,0.1,0,,,125.45,,,0.02,0.52,,0.05,52.45,,0.1,0.83,15455,0.41,,,73.94,,0.1,,,0,,,0.52,2.6,0,,89.17,0.03,0.09,0.09,0.56,0.01,2.25,4.54,2.05,0.12,0.95
LITH03626751-BSD014-292.60,Dacite,Rock,-30.39,121.63,376,-293,-293,Unknown,Black Swan,"Cygnet, lower felsics",,,,162.95,,,58,1447.85,1400,,,,,75.13,13.75,,,25,,205.28,162.95,18.98,,,,,,,,,,,0.09,75.9,0.08,1.92,0.43,0.5,0.32,,4.06,13.66,1.31,1.67
LITH03626751-23257,Andesite,Rock,-28.9,121.81,428,0,0,Unknown,Murrin Murrin,Kilkenny Syncline,,,,171,,,6,,100,,,,,125,24,,,,,228,70,12,,,,,,,,,,,0.6,62.3,0.04,5.68,1.03,,0.09,,2.65,16.09,7.95,3.56
LITH03626751-BSD037-187.55B,Dacite,Rock,-30.39,121.63,376,-188,-188,Unknown,Black Swan,"Silver Swan, upper felsics",,,,150.68,,,5,30.67,1300,,,,,84.89,16.97,,,59,,100.81,340.63,7.4,,,,,,,,,15,,0.26,68.89,0.01,2.41,0.71,0.37,3.48,0.008685363,3.06,16.64,2.38,1.7
LITH03626751-BSD079-402.27,Dacite,Rock,-30.37,121.63,381,-402,-402,Unknown,Black Swan,"Northern flank, lower felsics",,,,110.46,,,16,2.1,200,,,,,39.97,15.78,,,21,,128.35,1043.67,4.2,,,,,,,,,,,0.15,74.82,0.07,2.26,0.46,0.23,3.96,,1.91,14.25,0.93,0.9
LITH03626751-Fort2015-HM-101A,Basalt,Rock,-21.474733,116.81847,215,0,0,Unknown,Hamersley Basin North,HiTh Mafic North,3.64,1.07,5.61,167.53,0.87,5.3,69.1,68.03,92.35076,1.19,25.96,0,3.36,198.95,32.14,5.42,51.93,129,24.71,171.51,717.16,46.43,0.48,6.25,0.51,,4.39,28.27,,8.31,9.94,0.94,0.14,56.41,0.14,6.09,0.92,1.05,2.02,0.01,8.51,15.34,3.51,5.8
LITH03626751-HWD38-340.50,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,403,14300,,,3248.24,,,,,,1470,,,,,,,,,,,,,,,0,36.82,0.14,10.13,0.02,0.34,0.05,0.21,8.27,0.76,0.05,42.03
LITH03626751-SD004-080.05,Basalt,Rock,-32.55,119.73,418,0,0,Unknown,Seagull,,,,,35,,,84,135,200,,,719.21,,226,13,,,1385,,10,5,89,,,,,,,,,,,,51.38,0.23,11.36,0.64,1.49,0.06,0.2,12.1,7.06,0.44,14.92
LITH03626751-AMP-HM-120529-049A,Basalt,Rock,-22.56401,117.90972,712,0,0,Unknown,Pipeline,"North of Tom Price Syncline, South Hamersley Basin",4.62,1.8,7.3,195.76,1.13,6.82,130.85,21.76,82.51039,1.57,47.7,0,4.21,224.61,39.25,6.87,85.51,,35.75,97.05,238.21,38.47,0.65,9.46,0.69,,5.97,26.78,,12.69,12.67,1.13,0.17,62.61,0.19,5.49,1.18,1.26,0.34,,10.22,12.74,3.37,2.4
LITH03626751-W115A,Dacite,Rock,-26.74,120.25,494,0,0,Unknown,Wiluna - Lake Way,,,,,43,,,63,7,,,,1466.78,,161,14,,,2686,,8,4,63,,,,,,,,,,,,51.29,0.19,6.9,0.6,1,0.17,0.39,8.12,7.17,0.71,23.28
LITH03626751-9-356.67,Basalt,Rock,-32.14,119.79,407,0,0,Unknown,Mount Hope,,,,,10,,,52,326,0,,,,,692,7,,,69,,297,2,85,,,,,,,,,,,0,44.79,0.13,13.79,0.96,1.88,0.41,0.01,15.28,13.46,0.97,8.24
LITH03626751-BSD080-160.00,Dacite,Rock,-30.39,121.63,376,-160,-160,Unknown,Black Swan,"North of SS, LUM S oc",0.27,0.02,0.34,91.17,0.05,0.4,25,2.04,1300,0.08,3.38,,0.38,23.56,7.17,0.22,6.55,,3.02,118.84,2597.06,1.02,0.06,0.81,0.05,,,,,0.73,,,0.05,73.41,0.01,0.15,0.08,0.07,2.39,,0.6,17.36,5.67,0.16
LITH03626751-HWD38-298.30,Basalt,Rock,-26.88,120.35,501,0,0,Unknown,Honeymoon Well,West side min flows,,,,,,,,1152,20700,,,3230.33,,,,,,2053,,,,,,,,,,,,,,,,43.54,0.08,3.81,0.01,,0.03,0.3,9.99,0.25,0.13,41.85
LITH03626751-BSD076-231.2,Dacite,Rock,-30.39,121.63,376,-231,-231,Unknown,Black Swan,"Southern Flank, upper felsics",,,,75.22,,,14,6,,,,,,48.43,8.24,,,,,99.95,200,8,,,,,,,,,,,0.11,79.26,0.05,1.48,0.41,0.22,1.31,,1.8,13.12,1.07,1.16
LITH03626751-AMP-HM-120522-006B,Basalt,Rock,-22.922485,117.367744,442,0,0,Unknown,Rocklea Dome South,"South of Tom Price Syncline, South Hamersley Basin",1.47,0.32,2.13,44.8,0.37,1.93,65.07,5.23,400,0.49,4.37,0,1.38,115.21,12.58,1.55,10.45,3351,6.5,9.06,31.57,107.7,0.23,1.49,0.2,,1.17,16,,0.76,2.02,0.42,0.08,50.57,0.11,8.92,0.45,1.12,0.01,0.48,9.07,5.78,0.07,23.59
LITH03626751-RLD001-125.6,Dacite,Rock,-29.77,121.76,366,-126,-126,Unknown,Ringlock,,,,,120.03,,,19,12.27,1300,,,,,88.23,18.46,,,75,,204.16,959.27,15.34,,,,,,,,,,,0.19,59.77,0.1,4.69,0.52,0.43,6.49,0.01,3.54,16.56,3.36,4.27
LITH03626751-CBD085-244.50,Andesite,Rock,-32.58,119.74,422,0,0,Unknown,Cosmic Boy,Eastern (N),,,,111,,,142,79,100,,,,,448,30,,,,,76,50,32,,,,,,,,,,,0,58.12,0.26,8.91,1.56,1.1,0.22,0,8.92,14.36,2.07,4.45
LITH03626751-BSD078-452.15,Dacite,Rock,-30.39,121.63,376,-452.15,-452.15,Unknown,Black Swan,,,,,57.42,,,5,13.47,4000,,,,,17.74,6.26,,,,,338.28,99.18,3.1,,,,,,,,,,,0.06,73.41,0.07,2.43,0.11,0.12,0.12,,1.05,13.66,7.82,1.1
LITH03626751-21613/2,Basalt,Rock,-27.24,120.53,556,0,0,Unknown,Mount Keith Monument Unit,Monument Unit,,,,,,,99.92,100.21,51.9581,,,513.94,,,,,,949,,,0,,,,,,,,,,,,0,50.77,0.16,9.82,0.61,1.34,0.1,0.13,10.91,11.53,2.14,12.41
LITH03626751-HWD03-092.90,Basalt,Rock,-26.89,120.38,503,0,0,Unknown,Honeymoon Well,East side barren flows,,,,,,,177,159,600,,,3083.51,,,,,,4561,,,,153,,,,,,,,,,,0,42.86,0.3,0.06,0.12,0.44,0.04,0.66,10.36,4.41,0.11,40.36
LITH03626751-Fort2015-45767A,Basalt,Rock,-21.58,117.55,363,0,0,Unknown,Hamersley Basin North,,5.16,1.75,8.26,0,,7.84,0,0,0,1.79,40.54,0,4.78,0,0,8.07,80.46,0,36.58,0,0,0,0.71,,,,,,,,,,0.17,63.26,0.2,4.15,1.43,1.17,3.05,0,9.51,11.67,2.89,2.43
LITH03626751-BSD076-232.3,Dolerite,Rock,-30.39,121.63,376,-232,-232,Unknown,Black Swan,"Southern Flank, Southern Flank",,,,85.27,,,85,104,100,,,,,166.1,15.5,,,274,,85.27,146,43,,,,,,,,,,,0.12,56.82,0.2,3.93,0.73,1.2,1.07,0.04,9.7,19.07,0.96,6.17
LITH03626751-AMP-HM-120528-041,Basalt,Rock,-23.14343,117.78663,461,0,0,Unknown,Paraburdoo East,"South of Tom Price Syncline, South Hamersley Basin",3.4,1.1,5.5,146.31,0.85,5.02,88.61,58.88,100,1.21,28.12,0,3.09,192.67,29.15,4.87,56.36,112,25.44,235.53,455.72,48.15,0.46,6.57,0.47,,4.32,28.84,,7.99,9.27,0.82,0.13,57.73,0.14,7.52,0.91,0.99,1.06,0.01,8.06,15.29,2.81,5.31
